id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Logout Button->clear local cache->Cookie,EI,CTRL|DM|EI,4,undefined,1,1,1,Logout,Logout
2,User->Logout Button->clear local cache->front page,EQ,CTRL|INT,4,undefined,1,0,1,Logout,Logout
