id,element,useCase,type,component
1,User:error message for empty input,Create profile,control,OrderForm
2,User:successful information for creation,Create profile,control,location
3,User:existing profile error message,Create profile,control,FloristProfileController
4,User:Create Profile Page,Create profile,control,FloristProfileController
5,Create Profile Page:pre-check if input is empty,Create profile,control,checkdbifavailable
6,pre-check if input is empty:error message for empty input,Create profile,control,OrderForm
7,pre-check if input is empty:existing profile error message,Create profile,control,FloristProfileController
8,pre-check if input is empty:send information in db,Create profile,control,user_location
9,pre-check if input is empty:successful information for creation,Create profile,control,location
10,send information in db:user info,Create profile,entity,User
11,stl#User:error message for empty input,Create profile,Stimulus,undefined
12,stl#User:successful information for creation,Create profile,Stimulus,undefined
13,stl#User:existing profile error message,Create profile,Stimulus,undefined
14,stl#User:Create Profile Page,Create profile,Stimulus,undefined
