id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Vendor->list of users->query user email->send email->Email protocol,FUNC_NA,CTRL|EXTIVK,5,undefined,2,0,2,Vendor email customer,Vendor email customer
2,Vendor->list of users->query user email->user,EI,CTRL|DM|EI,4,undefined,1,1,1,Vendor email customer,Vendor email customer
