id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Vendor->product create page->update product->invalid information error,EQ,CTRL|INT,4,undefined,1,0,1,Create product,Create product
2,Vendor->product create page->update product->display "create success" dialog,EQ,CTRL|INT,4,undefined,1,0,1,Create product,Create product
3,Vendor->product create page->update product->product,EI,CTRL|DM|EI,4,undefined,1,1,1,Create product,Create product
4,Vendor->product create page->update product->change unsaved dialog,EQ,CTRL|INT,4,undefined,1,0,1,Create product,Create product
5,Vendor->Create product button->redirect vendor->product create page,EQ,CTRL|INT,4,undefined,1,0,1,Create product,Create product
