id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,product,entity,0,1,Create product,Create product,
2,display "create success" dialog,boundary,0,2,Create product,Create product,
3,invalid information error,boundary,0,2,Create product,Create product,
4,change unsaved dialog,boundary,0,2,Create product,Create product,
5,update product,control,5,1,Create product,Create product,
6,product create page,boundary,1,2,Create product,Create product,
7,redirect vendor,control,1,1,Create product,Create product,
8,Create product button,boundary,1,1,Create product,Create product,
9,Vendor,actor,5,0,Create product,Create product,
