id,element,useCase,type,outboundDegree,inboundDegree
1,User:The total number of likes,Like Picture,0,undefined,undefined
2,User:Heart Icon on a picture,Like Picture,0,undefined,undefined
3,Heart Icon on a picture:Store the like information,Like Picture,0,undefined,undefined
4,Store the like information:Like Information,Like Picture,0,undefined,undefined
5,Store the like information:The total number of likes,Like Picture,0,undefined,undefined
6,stl#User:The total number of likes,Like Picture,0,undefined,undefined
7,stl#User:Heart Icon on a picture,Like Picture,0,undefined,undefined
