NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Check completeness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Create Activity,5,10,0,7,7,0,0,0,0,2,0,2,0,2,3,2,8,4.454545454545454,5.5,5.5,35.63636363636363,0,0,19,5,5,5,5,5,5,5,5.074,8.2818,6.024
3,Create STEM Project,5,10,0,7,4,1,2,0,0,2,0,2,0,2,3,2,8,2.4545454545454546,5.5,6.5,19.636363636363637,0,0,18,5,5,5,5,5,5,5,5.074,5.5733999999999995,5.9765
4,Create Survey,4,11,0,8,2,6,0,0,0,3,0,4,0,3,0,4,4,5.75,3,0,23,0,0,16,4,4,4,4,4,4,4,4.0592,11.1547,7.4072
5,Create subactivity,6,12,0,9,2,0,7,0,0,1,0,1,0,1,5,1,26,7.1,20,11,184.6,0,0,21,6,6,6,6,6,6,6,6.0888,24.162300000000002,13.2313
6,Input results for survey,4,11,0,8,4,4,0,0,0,1,0,2,0,1,2,2,8,4.583333333333333,6,2,36.666666666666664,0,0,14,4,4,4,4,4,4,4,4.0592,7.3736999999999995,5.6552
7,Reserve Inventory,5,10,0,7,4,3,0,0,0,4,0,5,0,4,0,5,3.2,2.6363636363636362,2.2,1.8,8.436363636363636,0,0,17,5,5,5,5,5,5,5,5.074,5.37,5.8340000000000005
8,Retrieve Inventory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Search,5,10,0,7,6,0,1,0,0,2,0,2,0,2,3,2,8,5.545454545454546,5.5,0.5,44.36363636363637,0,0,19,5,5,5,5,5,5,5,5.074,9.218499999999999,9.2635
10,Sign in sheet,5,10,0,7,4,0,3,0,0,2,0,2,0,2,3,2,8,2.6363636363636362,5.5,8.5,21.09090909090909,0,0,18,5,5,5,5,5,5,5,5.074,5.37,5.8340000000000005
