id,path,transactional,path_length,diagram,useCase
1,Contractor->websites tab->query crawling list of websites->List of websites,CTRL,4,Delete a website,Delete a website
2,Contractor->websites tab->query crawling list of websites->List of websites,INT,4,Delete a website,Delete a website
3,Contractor->websites tab->query crawling list of websites->websites,CTRL,4,Delete a website,Delete a website
4,Contractor->websites tab->query crawling list of websites->websites,DM,4,Delete a website,Delete a website
5,Contractor->websites tab->query crawling list of websites->websites,EI,4,Delete a website,Delete a website
6,Contractor->List of websites->display confirm tab->confirm dialog,CTRL,4,Delete a website,Delete a website
7,Contractor->List of websites->display confirm tab->confirm dialog,INT,4,Delete a website,Delete a website
8,Contractor->confirm dialog->delete website->websites,CTRL,4,Delete a website,Delete a website
9,Contractor->confirm dialog->delete website->websites,DM,4,Delete a website,Delete a website
10,Contractor->confirm dialog->delete website->websites,EI,4,Delete a website,Delete a website
