id,element,useCase,type,component
1,Admin:Event Information Update Page,Update Event,boundary,Warninginformationofduplicate
2,Admin:Event List,Update Event,boundary,DeleteEventButton
3,Admin:Event Update Button,Update Event,boundary,DeleteEventButton
4,Update Event Information:Event,Update Event,boundary,DeleteEventButton
5,retrieve events:Event,Update Event,boundary,DeleteEventButton
6,Event Information Update Page:Update Event Information,Update Event,boundary,Warninginformationofduplicate
7,Prompt Event Update Dialog:Event Information Update Page,Update Event,boundary,Warninginformationofduplicate
8,Update Event Information:Event Information Update Page,Update Event,boundary,Warninginformationofduplicate
9,Event List:Prompt Event Update Dialog,Update Event,control,ConfirmDialog
10,retrieve events:Event List,Update Event,boundary,DeleteEventButton
11,Event Update Button:retrieve events,Update Event,boundary,DeleteEventButton
12,stl#Admin:Event Information Update Page,Update Event,Stimulus,undefined
13,stl#Admin:Event List,Update Event,Stimulus,undefined
14,stl#Admin:Event Update Button,Update Event,Stimulus,undefined
