id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:"Case Studies" content->User:"Case Studies" content,view case studies,CTRL,2,0,5,1,10
2,stl#User:"Relevant Case Studies" button->User:"Relevant Case Studies" button->"Relevant Case Studies" button:Check the user's permission->Check the user's permission:check permission->check permission:Display "case studies" content->Display "case studies" content:Micro website,view case studies,CTRL;EXTCLL;INT,6,2,3.8,5,22.799999999999997
3,stl#User:"Relevant Case Studies" button->User:"Relevant Case Studies" button->"Relevant Case Studies" button:Check the user's permission->Check the user's permission:check permission->check permission:Display "case studies" content->Display "case studies" content:Deactivate the link->Deactivate the link:Direct to micro website management->Direct to micro website management:404 Forbidden page,view case studies,TRAN_NA,8,2,3.2857142857142856,7,26.285714285714285
4,stl#User:"Relevant Case Studies" button->User:"Relevant Case Studies" button->"Relevant Case Studies" button:Check the user's permission->Check the user's permission:check permission->check permission:Display "case studies" content->Display "case studies" content:Deactivate the link->Deactivate the link:Micro website,view case studies,TRAN_NA,7,2,3.3333333333333335,6,23.333333333333336
5,stl#User:"Relevant Case Studies" button->User:"Relevant Case Studies" button->"Relevant Case Studies" button:Check the user's permission->Check the user's permission:check permission->check permission:Display "case studies" content->Display "case studies" content:"Case Studies" content,view case studies,CTRL,6,1,4.2,5,25.200000000000003
6,stl#User:"Relevant Case Studies" button->User:"Relevant Case Studies" button->"Relevant Case Studies" button:Check the user's permission->Check the user's permission:check permission->check permission:404 Forbidden page,view case studies,CTRL;EXTCLL;INT,5,1,3.5,4,17.5
7,stl#User:"Relevant Case Studies" button->User:"Relevant Case Studies" button->"Relevant Case Studies" button:Check the user's permission->Check the user's permission:"Relevant Case Studies" button->"Relevant Case Studies" button:Check the user's permission,view case studies,CTRL,5,2,4,4,20
8,stl#User:404 Forbidden page->User:404 Forbidden page,view case studies,CTRL;EXTCLL;INT,2,0,3,1,6
