id,element,useCase,type,outboundDegree,inboundDegree
1,bookTickets,Use Case 4,0,undefined,undefined
2,1,Use Case 4,0,undefined,undefined
3,2,Use Case 4,0,undefined,undefined
4,3,Use Case 4,0,undefined,undefined
5,4,Use Case 4,0,undefined,undefined
6,5,Use Case 4,0,undefined,undefined
7,6,Use Case 4,0,undefined,undefined
8,7,Use Case 4,0,undefined,undefined
9,8,Use Case 4,0,undefined,undefined
10,9,Use Case 4,0,undefined,undefined
11,10,Use Case 4,0,undefined,undefined
12,11,Use Case 4,0,undefined,undefined
13,12,Use Case 4,0,undefined,undefined
14,stl#bookTickets,Use Case 4,0,undefined,undefined
15,stl#2,Use Case 4,0,undefined,undefined
16,bookTickets,Use Case1,0,undefined,undefined
17,1,Use Case1,0,undefined,undefined
18,2,Use Case1,0,undefined,undefined
19,3,Use Case1,0,undefined,undefined
20,4,Use Case1,0,undefined,undefined
21,5,Use Case1,0,undefined,undefined
22,6,Use Case1,0,undefined,undefined
23,7,Use Case1,0,undefined,undefined
24,13,Use Case1,0,undefined,undefined
25,8,Use Case1,0,undefined,undefined
26,undefined,Use Case1,0,undefined,undefined
27,9,Use Case1,0,undefined,undefined
28,10,Use Case1,0,undefined,undefined
29,11,Use Case1,0,undefined,undefined
30,12,Use Case1,0,undefined,undefined
31,stl#bookTickets,Use Case1,0,undefined,undefined
32,stl#2,Use Case1,0,undefined,undefined
33,Actor1:Buy tickets interface,Use Case2,0,undefined,undefined
34,Actor1:payment success message,Use Case2,0,undefined,undefined
35,Buy tickets interface:pay the bill,Use Case2,0,undefined,undefined
36,pay the bill:payment success message,Use Case2,0,undefined,undefined
37,pay the bill:save bill records,Use Case2,0,undefined,undefined
38,stl#Actor1:Buy tickets interface,Use Case2,0,undefined,undefined
39,stl#Actor1:payment success message,Use Case2,0,undefined,undefined
40,EA_Activity1,Use Case3,0,undefined,undefined
41,fork,Use Case3,0,undefined,undefined
42,Validate User Information,Use Case3,0,undefined,undefined
43,Input Username and Password,Use Case3,0,undefined,undefined
44,Activity2,Use Case3,0,undefined,undefined
45,Activity2,Use Case5,0,undefined,undefined
46,Input Username and Password,Use Case5,0,undefined,undefined
47,Validate User Information,Use Case5,0,undefined,undefined
48,EA_Activity2,Use Case5,0,undefined,undefined
49,fork,Use Case5,0,undefined,undefined
50,bookTickets,Use Case 4,0,undefined,undefined
51,1,Use Case 4,0,undefined,undefined
52,2,Use Case 4,0,undefined,undefined
53,3,Use Case 4,0,undefined,undefined
54,4,Use Case 4,0,undefined,undefined
55,5,Use Case 4,0,undefined,undefined
56,6,Use Case 4,0,undefined,undefined
57,7,Use Case 4,0,undefined,undefined
58,8,Use Case 4,0,undefined,undefined
59,9,Use Case 4,0,undefined,undefined
60,10,Use Case 4,0,undefined,undefined
61,11,Use Case 4,0,undefined,undefined
62,12,Use Case 4,0,undefined,undefined
63,stl#bookTickets,Use Case 4,0,undefined,undefined
64,stl#2,Use Case 4,0,undefined,undefined
65,bookTickets,Use Case1,0,undefined,undefined
66,1,Use Case1,0,undefined,undefined
67,2,Use Case1,0,undefined,undefined
68,3,Use Case1,0,undefined,undefined
69,4,Use Case1,0,undefined,undefined
70,5,Use Case1,0,undefined,undefined
71,6,Use Case1,0,undefined,undefined
72,7,Use Case1,0,undefined,undefined
73,13,Use Case1,0,undefined,undefined
74,8,Use Case1,0,undefined,undefined
75,undefined,Use Case1,0,undefined,undefined
76,9,Use Case1,0,undefined,undefined
77,10,Use Case1,0,undefined,undefined
78,11,Use Case1,0,undefined,undefined
79,12,Use Case1,0,undefined,undefined
80,stl#bookTickets,Use Case1,0,undefined,undefined
81,stl#2,Use Case1,0,undefined,undefined
82,Actor1:Buy tickets interface,Use Case2,0,undefined,undefined
83,Actor1:payment success message,Use Case2,0,undefined,undefined
84,Buy tickets interface:pay the bill,Use Case2,0,undefined,undefined
85,pay the bill:payment success message,Use Case2,0,undefined,undefined
86,pay the bill:save bill records,Use Case2,0,undefined,undefined
87,stl#Actor1:Buy tickets interface,Use Case2,0,undefined,undefined
88,stl#Actor1:payment success message,Use Case2,0,undefined,undefined
89,EA_Activity1,Use Case3,0,undefined,undefined
90,fork,Use Case3,0,undefined,undefined
91,Validate User Information,Use Case3,0,undefined,undefined
92,Input Username and Password,Use Case3,0,undefined,undefined
93,Activity2,Use Case3,0,undefined,undefined
94,Activity2,Use Case5,0,undefined,undefined
95,Input Username and Password,Use Case5,0,undefined,undefined
96,Validate User Information,Use Case5,0,undefined,undefined
97,EA_Activity2,Use Case5,0,undefined,undefined
98,fork,Use Case5,0,undefined,undefined
