id,element,useCase,type,outboundDegree,inboundDegree
1,Administrator:unauthorized access error,Mass Email,0,undefined,undefined
2,Administrator:Email sent success message,Mass Email,0,undefined,undefined
3,Administrator:send email page,Mass Email,0,undefined,undefined
4,Administrator:User group list,Mass Email,0,undefined,undefined
5,Administrator:unauthorized error message,Mass Email,0,undefined,undefined
6,Case manager:unauthorized access error,Mass Email,0,undefined,undefined
7,Case manager:unauthorized error message,Mass Email,0,undefined,undefined
8,Case manager:send email page,Mass Email,0,undefined,undefined
9,Case manager:Email sent success message,Mass Email,0,undefined,undefined
10,Case manager:User group list,Mass Email,0,undefined,undefined
11,General staff:send email page,Mass Email,0,undefined,undefined
12,General staff:User group list,Mass Email,0,undefined,undefined
13,General staff:Email sent success message,Mass Email,0,undefined,undefined
14,General staff:unauthorized error message,Mass Email,0,undefined,undefined
15,General staff:unauthorized access error,Mass Email,0,undefined,undefined
16,Add activities to case:Case,Mass Email,0,undefined,undefined
17,Add activities to case:Email sent success message,Mass Email,0,undefined,undefined
18,Add activities to case:unauthorized access error,Mass Email,0,undefined,undefined
19,send email:Add activities to case,Mass Email,0,undefined,undefined
20,User group list:validate role of user,Mass Email,0,undefined,undefined
21,load email template:email template,Mass Email,0,undefined,undefined
22,find email address of the selected youth:user,Mass Email,0,undefined,undefined
23,find email address of the selected youth:load email template,Mass Email,0,undefined,undefined
24,validate role of user:find email address of the selected youth,Mass Email,0,undefined,undefined
25,load email template:send email page,Mass Email,0,undefined,undefined
26,send email page:send email,Mass Email,0,undefined,undefined
27,validate role of user:unauthorized error message,Mass Email,0,undefined,undefined
28,stl#Administrator:unauthorized access error,Mass Email,0,undefined,undefined
29,stl#Administrator:Email sent success message,Mass Email,0,undefined,undefined
30,stl#Administrator:send email page,Mass Email,0,undefined,undefined
31,stl#Administrator:User group list,Mass Email,0,undefined,undefined
32,stl#Administrator:unauthorized error message,Mass Email,0,undefined,undefined
33,stl#Case manager:unauthorized access error,Mass Email,0,undefined,undefined
34,stl#Case manager:unauthorized error message,Mass Email,0,undefined,undefined
35,stl#Case manager:send email page,Mass Email,0,undefined,undefined
36,stl#Case manager:Email sent success message,Mass Email,0,undefined,undefined
37,stl#Case manager:User group list,Mass Email,0,undefined,undefined
38,stl#General staff:send email page,Mass Email,0,undefined,undefined
39,stl#General staff:User group list,Mass Email,0,undefined,undefined
40,stl#General staff:Email sent success message,Mass Email,0,undefined,undefined
41,stl#General staff:unauthorized error message,Mass Email,0,undefined,undefined
42,stl#General staff:unauthorized access error,Mass Email,0,undefined,undefined
