id,path,transactional,path_length,diagram,useCase
1,Review/Agent->Invalid user popup->Invalid user alert->Query for valid users->Account collection,CTRL,5,Reviewer/Agent Login,Reviewer/Agent Login
2,Review/Agent->Invalid user popup->Invalid user alert->Query for valid users->Account collection,DM,5,Reviewer/Agent Login,Reviewer/Agent Login
3,Review/Agent->Invalid user popup->Invalid user alert->Query for valid users->Account collection,EI,5,Reviewer/Agent Login,Reviewer/Agent Login
4,Review/Agent->Invalid user popup->check blank fields->Validate user->Query for valid users->Account collection,CTRL,6,Reviewer/Agent Login,Reviewer/Agent Login
5,Review/Agent->Invalid user popup->check blank fields->Validate user->Query for valid users->Account collection,DM,6,Reviewer/Agent Login,Reviewer/Agent Login
6,Review/Agent->Invalid user popup->check blank fields->Validate user->Query for valid users->Account collection,EI,6,Reviewer/Agent Login,Reviewer/Agent Login
7,Review/Agent->Login screen->check blank fields->Validate user->Query for valid users->Account collection,CTRL,6,Reviewer/Agent Login,Reviewer/Agent Login
8,Review/Agent->Login screen->check blank fields->Validate user->Query for valid users->Account collection,DM,6,Reviewer/Agent Login,Reviewer/Agent Login
9,Review/Agent->Login screen->check blank fields->Validate user->Query for valid users->Account collection,EI,6,Reviewer/Agent Login,Reviewer/Agent Login
10,Review/Agent->unauthoried access popup->privileges alert->Query for valid users->Account collection,CTRL,5,Reviewer/Agent Login,Reviewer/Agent Login
11,Review/Agent->unauthoried access popup->privileges alert->Query for valid users->Account collection,DM,5,Reviewer/Agent Login,Reviewer/Agent Login
12,Review/Agent->unauthoried access popup->privileges alert->Query for valid users->Account collection,EI,5,Reviewer/Agent Login,Reviewer/Agent Login
13,Review/Agent->Blank fields popup->check blank fields->Validate user->Query for valid users->Account collection,CTRL,6,Reviewer/Agent Login,Reviewer/Agent Login
14,Review/Agent->Blank fields popup->check blank fields->Validate user->Query for valid users->Account collection,DM,6,Reviewer/Agent Login,Reviewer/Agent Login
15,Review/Agent->Blank fields popup->check blank fields->Validate user->Query for valid users->Account collection,EI,6,Reviewer/Agent Login,Reviewer/Agent Login
