id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Unfollow button,boundary,3,2,Follow/unfollow company,Follow/unfollow company,
2,connection,entity,0,2,Follow/unfollow company,Follow/unfollow company,
3,Update the follow status,control,3,2,Follow/unfollow company,Follow/unfollow company,
4,Follow button,boundary,1,2,Follow/unfollow company,Follow/unfollow company,
5,User,actor,3,0,Follow/unfollow company,Follow/unfollow company,
