id,element,useCase,type,outboundDegree,inboundDegree
1,Business Partner:Bills view page,View Bill,0,undefined,undefined
2,Bill Detail Page:Dispute bill,View Bill,0,undefined,undefined
3,Bill Detail Page:Make payment,View Bill,0,undefined,undefined
4,View Bill Details:Bill Detail Page,View Bill,0,undefined,undefined
5,Bills:Post bills,View Bill,0,undefined,undefined
6,Display bills:Bills,View Bill,0,undefined,undefined
7,Bills view page:Display bills,View Bill,0,undefined,undefined
8,Bills view page:View Bill Details,View Bill,0,undefined,undefined
9,Display unbilled transactions:Bills view page,View Bill,0,undefined,undefined
10,Unbilled Transactions:Display unbilled transactions,View Bill,0,undefined,undefined
11,Disputation request page:Validate disputation request,View Bill,0,undefined,undefined
12,Disputation request page:Submit disputation request,View Bill,0,undefined,undefined
13,Dispute bill:Disputation request page,View Bill,0,undefined,undefined
14,Validate disputation request:Disputation request success page,View Bill,0,undefined,undefined
15,Dispute bill:Subscription,View Bill,0,undefined,undefined
16,Post bills:Partneer subscriptions,View Bill,0,undefined,undefined
17,Post bills:Unbilled Transactions,View Bill,0,undefined,undefined
18,Unbilled Transactions:Redeem coupon,View Bill,0,undefined,undefined
19,Submit disputation request:Validate disputation request,View Bill,0,undefined,undefined
20,stl#Business Partner:Bills view page,View Bill,0,undefined,undefined
