id,element,useCase,type,component
1,User:Search keyword page,Search by keywords,control,Inputakeyword
2,User:Homepage,Search by keywords,boundary,Homepage
3,Confirmation page:Search keyword page,Search by keywords,control,Inputakeyword
4,Confirmation page:Homepage,Search by keywords,boundary,Homepage
5,Input a keyword:Confirmation page,Search by keywords,boundary,Homepage
6,Search keyword page:Input a keyword,Search by keywords,control,Inputakeyword
7,stl#User:Search keyword page,Search by keywords,Stimulus,undefined
8,stl#User:Homepage,Search by keywords,Stimulus,undefined
