id,path,functional,transactional,path_length,diagram,useCase
1,Traveler->Management subscription page->subscription controller->subscription failed,EQ,CTRL|INT,undefined,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
2,Traveler->Management subscription page->subscription controller->subscription success,EQ,CTRL|INT,undefined,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
3,Traveler->Management subscription page->subscription controller->Offer,EI,CTRL|DM|EI,undefined,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
4,Traveler->partner offer page->subscription controller->subscription failed,EQ,CTRL|INT,undefined,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
5,Traveler->partner offer page->subscription controller->subscription success,EQ,CTRL|INT,undefined,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
6,Traveler->partner offer page->subscription controller->Offer,EI,CTRL|DM|EI,undefined,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
