id,path,transactional,path_length,diagram,useCase
1,User->profile detail page->load user profile->profile,CTRL,4,Update his/her profile,Update his/her profile
2,User->profile detail page->load user profile->profile,DM,4,Update his/her profile,Update his/her profile
3,User->profile detail page->load user profile->profile,EI,4,Update his/her profile,Update his/her profile
4,User->profile detail page->redirect to edit page->profile edit page,CTRL,4,Update his/her profile,Update his/her profile
5,User->profile detail page->redirect to edit page->profile edit page,INT,4,Update his/her profile,Update his/her profile
6,User->profile is updated feedback->redirect to profile page->profile detail page,CTRL,4,Update his/her profile,Update his/her profile
7,User->profile is updated feedback->redirect to profile page->profile detail page,INT,4,Update his/her profile,Update his/her profile
8,User->view profile button->load user profile->profile,CTRL,4,Update his/her profile,Update his/her profile
9,User->view profile button->load user profile->profile,DM,4,Update his/her profile,Update his/her profile
10,User->view profile button->load user profile->profile,EI,4,Update his/her profile,Update his/her profile
11,User->profile edit page->save edited profile->error when saving profile,CTRL,4,Update his/her profile,Update his/her profile
12,User->profile edit page->save edited profile->error when saving profile,INT,4,Update his/her profile,Update his/her profile
13,User->profile edit page->save edited profile->profile is updated feedback,CTRL,4,Update his/her profile,Update his/her profile
14,User->profile edit page->save edited profile->profile is updated feedback,INT,4,Update his/her profile,Update his/her profile
15,User->profile edit page->save edited profile->profile,CTRL,4,Update his/her profile,Update his/her profile
16,User->profile edit page->save edited profile->profile,DM,4,Update his/her profile,Update his/her profile
17,User->profile edit page->save edited profile->profile,EI,4,Update his/her profile,Update his/her profile
