NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Add users,7,13,0,10,0,4,6,0,0,0,0,1,0,0,6,1,32,5.68,25,5,181.76,0,0,25,7,7,7,7,7,7,7,7.1036,22.383,12.6936
2,Delete users,6,12,0,9,2,0,7,1,0,0,1,1,0,1,5,1,26,6.8,20,4,176.79999999999998,0,0,21,6,6,6,6,6,6,6,6.0888,25.099000000000004,14.076799999999999
3,Export attendance,16,24,0,17,3,14,0,0,0,7,0,16,0,7,0,16,5.5,8.48611111111111,4.5,2.1875,46.67361111111111,0,0,70,16,16,16,16,16,16,16,16.236799999999995,78.7258,52.69130000000001
4,Forgets password,8,17,0,13,5,2,6,0,0,1,0,1,0,1,7,1,36,2.607142857142857,28,12,93.85714285714286,0,0,28,8,8,8,8,8,8,8,8.1184,11.5038,9.524400000000002
5,Import data from csv,16,21,0,17,6,7,4,0,0,1,0,2,0,1,14,2,43,5.057142857142857,35,10,217.45714285714286,0,0,58,16,16,16,16,16,16,16,16.236799999999995,64.4481,38.4093
6,Login/Logout,6,14,0,10,4,2,4,0,0,2,0,2,0,2,4,2,10,2.5714285714285716,7,6.5,25.714285714285715,0,0,21,6,6,6,6,6,6,6,6.0888,6.647399999999999,7.143300000000001
7,Manage teams/volunteers/girls,26,30,0,25,5,20,0,0,0,1,0,3,0,1,23,3,49.666666666666664,7,41,12.666666666666666,347.66666666666663,0,0,106,26,26,26,26,26,26,26,26.384800000000006,131.9343,81.6128
8,Modify user information,9,15,0,11,4,2,5,0,0,1,0,2,0,1,7,2,19,4.344827586206897,14.5,9.5,82.55172413793105,0,0,36,9,9,9,9,9,9,9,9.133199999999999,18.767400000000002,13.9307
9,Monitor attendance,9,15,0,11,1,10,0,0,0,0,0,5,0,0,4,5,7.6,9.620689655172415,5.8,4.2,73.11724137931034,0,0,37,9,9,9,9,9,9,9,9.133199999999999,40.6512,21.1152
10,Record attendance,9,16,0,12,2,8,2,0,0,0,0,2,0,0,7,2,21,3.6363636363636362,16.5,9.5,76.36363636363636,0,0,38,9,9,9,9,9,9,9,9.133199999999999,23.4209,13.2277
