id,element,useCase,type,component
1,User:Click logout button	,logout,boundary,clicksnext
2,User:Homepage,logout,control,Answersfrompagestoredascookie
3,User:User does not select any radio button,logout,boundary,User
4,User:Click Continue button,logout,boundary,clicksnext
5,Returns staff member to combat conflict front page:Browser alerts user that they have not selected any option,logout,control,Showsdatabaseinformation
6,Homepage:Browser alerts user that they have not selected any option,logout,control,Showsdatabaseinformation
7,User does not select any radio button:Browser alerts user that they have not selected any option,logout,control,Showsdatabaseinformation
8,Click Continue button:Returns staff member to combat conflict front page,logout,control,Answersfrompagestoredascookie
9,Click logout button	:Returns staff member to combat conflict front page,logout,control,Answersfrompagestoredascookie
10,show confirmation:Homepage,logout,control,Answersfrompagestoredascookie
11,Returns staff member to combat conflict front page:show confirmation,logout,control,Showsdatabaseinformation
12,stl#User:Click logout button	,logout,Stimulus,undefined
13,stl#User:Homepage,logout,Stimulus,undefined
14,stl#User:User does not select any radio button,logout,Stimulus,undefined
15,stl#User:Click Continue button,logout,Stimulus,undefined
