id,element,useCase,type,component
1,User:success message,Create STEM Project,boundary,successmessage
2,User:project description page,Create STEM Project,control,Product Configuration
3,User:project has been created message,Create STEM Project,boundary,successmessage
4,create user account:User account,Create STEM Project,entity,User Account
5,create user account:success message,Create STEM Project,boundary,successmessage
6,create user account:project has been created message,Create STEM Project,boundary,successmessage
7,project description page:create user account,Create STEM Project,entity,User Account
8,stl#User:success message,Create STEM Project,Stimulus,undefined
9,stl#User:project description page,Create STEM Project,Stimulus,undefined
10,stl#User:project has been created message,Create STEM Project,Stimulus,undefined
