id,element,useCase,type,component
1,administrator:survey report,exports a survey,boundary,SurveyExportPage
2,administrator:school list amd survey list page,exports a survey,boundary,SurveyExportPage
3,administrator:path list,exports a survey,boundary,SPSListScreen
4,construct a survey report:answer,exports a survey,control,answer
5,construct a survey report:display survey report,exports a survey,boundary,SurveyExportPage
6,construct a survey report:path list,exports a survey,boundary,SPSListScreen
7,retrieve survey detail from db:construct a survey report,exports a survey,boundary,SurveyExportPage
8,display survey report:survey report,exports a survey,boundary,SurveyExportPage
9,retrieve survey detail from db:survey list,exports a survey,control,Survey Management
10,school list amd survey list page:retrieve survey detail from db,exports a survey,boundary,SurveyDeploymentPage
11,stl#administrator:survey report,exports a survey,Stimulus,undefined
12,stl#administrator:school list amd survey list page,exports a survey,Stimulus,undefined
13,stl#administrator:path list,exports a survey,Stimulus,undefined
