"","model1","model2","metric","direction","model1_mean","model2_mean","p_value","BH_p_value","bonferroni_p_value","cohen_d"
"101","tm3","sloc","mae","+",4.39753032957343,7.59843197017806,0.37,0.78188679245283,1,-1.83749817687651
"102","tm3","ln_sloc","mae","-",4.39753032957343,3.89535165729754,0.94,1,1,0.495614985913682
"103","ucp","fp","mae","-",12.9316774922465,7.77494387033359,0.8,1,1,1.12379835906703
"104","ucp","cosmic","mae","-",12.9316774922465,7.21253031094323,0.93,1,1,1.25368678818565
"105","ucp","sloc","mae","-",12.9316774922465,7.59843197017806,0.95,1,1,1.23416676435901
"106","ucp","ln_sloc","mae","-",12.9316774922465,3.89535165729754,0.98,1,1,2.21347934336091
"107","fp","cosmic","mae","-",7.77494387033359,7.21253031094323,0.84,1,1,0.183261808739305
"108","fp","sloc","mae","-",7.77494387033359,7.59843197017806,0.98,1,1,0.0654128348380119
"109","fp","ln_sloc","mae","-",7.77494387033359,3.89535165729754,1,1,1,1.68939092574894
"110","cosmic","sloc","mae","+",7.21253031094323,7.59843197017806,0.92,1,1,-0.14548069784027
"111","cosmic","ln_sloc","mae","-",7.21253031094323,3.89535165729754,0.98,1,1,1.47929106069097
"112","sloc","ln_sloc","mae","-",7.59843197017806,3.89535165729754,0.97,1,1,2.17762958501502
