id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,BookTickets,0,0,0,0,0,0
2,Class1,0,0,0,0,0,0
3,bookTicketInterface,0,0,0,0,0,0
4,bookTicketsManagement,0,0,0,0,0,0
5,System Boundary,0,0,0,0,0,0
6,User,0,0,0,0,0,0
7,Actor1,0,0,0,0,0,0
8,pay the bill,0,0,0,0,0,0
