id,path,functional,transactional,path_length,diagram,useCase
1,Contractor->show crawling list->query crawling list of websites->List of websites,EQ,CTRL|INT,undefined,Edit website details,Edit website details
2,Contractor->show crawling list->query crawling list of websites->websites,EI,CTRL|DM|EI,undefined,Edit website details,Edit website details
3,Contractor->Attribute list of website->add attributes->websites,EI,CTRL|DM|EI,undefined,Edit website details,Edit website details
4,Contractor->List of websites->query attributes of webbiste->websites,EI,CTRL|DM|EI,undefined,Edit website details,Edit website details
5,Contractor->List of websites->query attributes of webbiste->Attribute list of website,EQ,CTRL|INT,undefined,Edit website details,Edit website details
