id,element,useCase,type,component
1,User:Selects the edit profile option.,Edit Profile,control,Selectstheeditprofileoption
2,User:Inputs desired information and selects the update option.,Edit Profile,control,Selectstheeditprofileoption
3,User:Hompage,Edit Profile,boundary,Hompage
4,invalid information is displayed to the user:Hompage,Edit Profile,boundary,Hompage
5,Inputs desired information and selects the update option.:attempts to verify the inputs,Edit Profile,control,attemptstoverifytheinputs
6,Selects the edit profile option.:displays the edit profile screen.,Edit Profile,control,Selectstheeditprofileoption
7,attempts to verify the inputs:invalid information is displayed to the user,Edit Profile,control,Selectstheeditprofileoption
8,displays the edit profile screen.:attempts to verify the inputs,Edit Profile,control,attemptstoverifytheinputs
9,stl#User:Selects the edit profile option.,Edit Profile,Stimulus,undefined
10,stl#User:Inputs desired information and selects the update option.,Edit Profile,Stimulus,undefined
11,stl#User:Hompage,Edit Profile,Stimulus,undefined
