id,path,transactional,path_length,diagram,useCase
1,Customer->successfully save registration information->main page->main page,CTRL,4,Register as Customer,Register as Customer
2,Customer->successfully save registration information->main page->main page,INT,4,Register as Customer,Register as Customer
3,Customer->registration page->validate registration information->duplicate registration information,CTRL,4,Register as Customer,Register as Customer
4,Customer->registration page->validate registration information->duplicate registration information,INT,4,Register as Customer,Register as Customer
5,Customer->registration page->validate registration information->save customer information->successfully save registration information,CTRL,5,Register as Customer,Register as Customer
6,Customer->registration page->validate registration information->save customer information->successfully save registration information,INT,5,Register as Customer,Register as Customer
7,Customer->registration page->validate registration information->save customer information->system error when saving registration information,CTRL,5,Register as Customer,Register as Customer
8,Customer->registration page->validate registration information->save customer information->system error when saving registration information,INT,5,Register as Customer,Register as Customer
9,Customer->registration page->validate registration information->save customer information->customer,CTRL,5,Register as Customer,Register as Customer
10,Customer->registration page->validate registration information->save customer information->customer,DM,5,Register as Customer,Register as Customer
11,Customer->registration page->validate registration information->save customer information->customer,EI,5,Register as Customer,Register as Customer
12,Customer->registration page->validate registration information->display spinner while saving information,CTRL,4,Register as Customer,Register as Customer
13,Customer->registration page->validate registration information->display spinner while saving information,INT,4,Register as Customer,Register as Customer
14,Customer->registration page->validate registration information->customer,CTRL,4,Register as Customer,Register as Customer
15,Customer->registration page->validate registration information->customer,DM,4,Register as Customer,Register as Customer
16,Customer->registration page->validate registration information->customer,EI,4,Register as Customer,Register as Customer
17,Customer->registration page->validate registration information->registration information invalid message,CTRL,4,Register as Customer,Register as Customer
18,Customer->registration page->validate registration information->registration information invalid message,INT,4,Register as Customer,Register as Customer
19,Customer->register button->displays registration page->registration page,CTRL,4,Register as Customer,Register as Customer
20,Customer->register button->displays registration page->registration page,INT,4,Register as Customer,Register as Customer
