id,element,useCase,type,component
1,User:Homepage,assign teacher to course,boundary,school name
2,User:Teacher select page,assign teacher to course,control,teacher data
3,Confirmation message:Homepage,assign teacher to course,boundary,school name
4,Update database:Confirmation message,assign teacher to course,control,course section
5,Update database:Database,assign teacher to course,entity,counselor data
6,Save information:Update database,assign teacher to course,control,teacher data
7,Teacher select page:Save information,assign teacher to course,control,course section
8,stl#User:Homepage,assign teacher to course,Stimulus,undefined
9,stl#User:Teacher select page,assign teacher to course,Stimulus,undefined
