id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Creator->tour detail page->check update information->tour info,EI,CTRL|DM|EI,4,undefined,1,1,1,Update tour,Update tour
2,Creator->tour detail page->check update information->Popup for reenter tour info,EQ,CTRL|INT,4,undefined,1,0,1,Update tour,Update tour
