id,element,useCase,type,component
1,User:choose degree and year button,enter cosntrains and construct study plan,boundary,logoutbutton
2,User:No study plan satisfy the requirement,enter cosntrains and construct study plan,boundary,requirementslists
3,User:list of requirements for soruces,enter cosntrains and construct study plan,boundary,requirementslists
4,User:updae success message,enter cosntrains and construct study plan,boundary,deletionsuccessmessage
5,consturct the study plan:No study plan satisfy the requirement,enter cosntrains and construct study plan,boundary,requirementslists
6,choose degree and year button:show a list of requirements,enter cosntrains and construct study plan,boundary,requirementslists
7,consturct the study plan:study plan,enter cosntrains and construct study plan,control,consturctthestudyplan
8,consturct the study plan:show study plan,enter cosntrains and construct study plan,control,consturctthestudyplan
9,show a list of requirements:consturct the study plan,enter cosntrains and construct study plan,control,consturctthestudyplan
10,show a list of requirements:course requirements,enter cosntrains and construct study plan,boundary,requirementslists
11,show a list of requirements:list of requirements for soruces,enter cosntrains and construct study plan,boundary,requirementslists
12,show study plan:updae success message,enter cosntrains and construct study plan,boundary,deletionsuccessmessage
13,stl#User:choose degree and year button,enter cosntrains and construct study plan,Stimulus,undefined
14,stl#User:No study plan satisfy the requirement,enter cosntrains and construct study plan,Stimulus,undefined
15,stl#User:list of requirements for soruces,enter cosntrains and construct study plan,Stimulus,undefined
16,stl#User:updae success message,enter cosntrains and construct study plan,Stimulus,undefined
