id,element,useCase,type,component
1,add new project button:display a new section  on dashboard,Create new project page,boundary,projectdatabase
2,Visitor:add new project button,Create new project page,boundary,NewPostButton
3,create new project page:no gallery message,Create new project page,control,Gallery
4,create new project page:project database,Create new project page,boundary,projectdatabase
5,read gallery from plugin:create new project page,Create new project page,boundary,projectdatabase
6,dashboard for adding image gallery description of project:read gallery from plugin,Create new project page,control,Gallery
7,display a new section  on dashboard:dashboard for adding image gallery description of project,Create new project page,boundary,projectdatabase
8,Visitor:dashboard for adding image gallery description of project,Create new project page,boundary,projectdatabase
9,Visitor:no gallery message,Create new project page,control,Gallery
10,stl#Visitor:add new project button,Create new project page,Stimulus,undefined
11,stl#Visitor:dashboard for adding image gallery description of project,Create new project page,Stimulus,undefined
12,stl#Visitor:no gallery message,Create new project page,Stimulus,undefined
