id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,delete failed dialog,boundary,0,2,Delete product,Delete product,
2,delete success message,boundary,0,2,Delete product,Delete product,
3,product,entity,0,1,Delete product,Delete product,
4,delete product,control,3,1,Delete product,Delete product,
5,open confirm dialog,control,1,1,Delete product,Delete product,
6,Confirm dialog,boundary,1,2,Delete product,Delete product,
7,delete product button,boundary,1,1,Delete product,Delete product,
8,Vendor,actor,4,0,Delete product,Delete product,
