id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,confirmation dialog,boundary,1,2,Remove Employee,Remove Employee,
2,remove valet from db,control,3,1,Remove Employee,Remove Employee,
3,prompt requesting confirmation,control,1,1,Remove Employee,Remove Employee,
4,manage empolyee table,boundary,1,2,Remove Employee,Remove Employee,
5,system error when connecting server,boundary,1,3,Remove Employee,Remove Employee,
6,valet,entity,0,2,Remove Employee,Remove Employee,
7,remove valet button,boundary,1,1,Remove Employee,Remove Employee,
8,Valet,actor,5,0,Remove Employee,Remove Employee,
