id,element,useCase,type,outboundDegree,inboundDegree
1,Business Parter:Buy Subscription Comfirmation Page,Buy Partner Subscription,0,undefined,undefined
2,Business Parter:Buy Success Page,Buy Partner Subscription,0,undefined,undefined
3,Business Parter:Buy Subscription Page(1),Buy Partner Subscription,0,undefined,undefined
4,Business Parter:Buy Subscription Page(1),Buy Partner Subscription,0,undefined,undefined
5,Buy Subscription Comfirmation Page:Marked as Subscirpted,Buy Partner Subscription,0,undefined,undefined
6,Display Subscription Comfirmation Page:Buy Subscription Comfirmation Page,Buy Partner Subscription,0,undefined,undefined
7,Buy Subscription Page(1):Display Subscription Comfirmation Page,Buy Partner Subscription,0,undefined,undefined
8,Display Subscription Page(2):Buy Subscription Page(1),Buy Partner Subscription,0,undefined,undefined
9,Buy Subscription Page(1):Display Subscription Page(2),Buy Partner Subscription,0,undefined,undefined
10,Buy Success Page:Display Home Page(Designed by other part),Buy Partner Subscription,0,undefined,undefined
11,Display Buy My Subscription Success Page:Buy Success Page,Buy Partner Subscription,0,undefined,undefined
12,Subscription:Display Buy My Subscription Success Page,Buy Partner Subscription,0,undefined,undefined
13,Marked as Subscirpted:Subscription,Buy Partner Subscription,0,undefined,undefined
14,stl#Business Parter:Buy Subscription Comfirmation Page,Buy Partner Subscription,0,undefined,undefined
15,stl#Business Parter:Buy Success Page,Buy Partner Subscription,0,undefined,undefined
16,stl#Business Parter:Buy Subscription Page(1),Buy Partner Subscription,0,undefined,undefined
17,stl#Business Parter:Buy Subscription Page(1),Buy Partner Subscription,0,undefined,undefined
