id,path,functional,transactional,path_length,diagram,useCase
1,Admin->course informaton->save the acceptance information->course information is no t valid message,EQ,CTRL|INT,undefined,Verify new course,Verify new course
2,Admin->course informaton->save the acceptance information->acceptance,EI,CTRL|DM|EI,undefined,Verify new course,Verify new course
3,Admin->course informaton->save the acceptance information->send email to trianer->Email protocol,FUNC_NA,CTRL|EXTIVK,undefined,Verify new course,Verify new course
4,Admin->course list->load course information->course informaton,EQ,CTRL|INT,undefined,Verify new course,Verify new course
5,Admin->course list->load course information->course,EI,CTRL|DM|EI,undefined,Verify new course,Verify new course
