id,element,useCase,type,component
1,Administrator:generate meeting log,Generate log,boundary,Meeting Log
2,Administrator:Meeting list,Generate log,control,Meeting
3,Administrator:no meeting error page,Generate log,control,Meeting
4,Meeting list:export meeting,Generate log,control,Meeting
5,query meetings by project:Meeting list,Generate log,control,Meeting
6,export meeting:meetings,Generate log,control,Meeting
7,export meeting:pdf,Generate log,entity,pdf
8,generate meeting log:query meetings by project,Generate log,control,Meeting
9,query meetings by project:meetings,Generate log,control,Meeting
10,query meetings by project:no meeting error page,Generate log,control,Meeting
11,stl#Administrator:generate meeting log,Generate log,Stimulus,undefined
12,stl#Administrator:Meeting list,Generate log,Stimulus,undefined
13,stl#Administrator:no meeting error page,Generate log,Stimulus,undefined
