id,element,useCase,type,outboundDegree,inboundDegree
1,Actor:delete expired location photos automatically,Automatic deletion,0,undefined,undefined
2,Actor:delete photos related to expired events automatically,Automatic deletion,0,undefined,undefined
3,Actor:Delete expired events automatically,Automatic deletion,0,undefined,undefined
4,Delete expired events automatically:event,Automatic deletion,0,undefined,undefined
5,User:Delete expired events automatically,Automatic deletion,0,undefined,undefined
6,delete expired location photos automatically:photo,Automatic deletion,0,undefined,undefined
7,User:delete expired location photos automatically,Automatic deletion,0,undefined,undefined
8,delete photos related to expired events automatically:photo,Automatic deletion,0,undefined,undefined
9,User:delete photos related to expired events automatically,Automatic deletion,0,undefined,undefined
10,stl#Actor:delete expired location photos automatically,Automatic deletion,0,undefined,undefined
11,stl#Actor:delete photos related to expired events automatically,Automatic deletion,0,undefined,undefined
12,stl#Actor:Delete expired events automatically,Automatic deletion,0,undefined,undefined
13,stl#User:Delete expired events automatically,Automatic deletion,0,undefined,undefined
14,stl#User:delete expired location photos automatically,Automatic deletion,0,undefined,undefined
15,stl#User:delete photos related to expired events automatically,Automatic deletion,0,undefined,undefined
