id,element,useCase,type,component
1,User:gateway name edit page,Assign gateways names,control,listofgateway
2,User:Error message when saving name,Assign gateways names,control,Errormessagewhenupdating
3,User:list of gateway,Assign gateways names,control,listofgateway
4,display error message:Error message when saving name,Assign gateways names,control,Errormessagewhenupdating
5,save gateway name to DB:display error message,Assign gateways names,control,Errormessagewhenupdating
6,popup gateway name edit page:gateway,Assign gateways names,control,listofgateway
7,save gateway name to DB:gateway,Assign gateways names,control,listofgateway
8,gateway name edit page:save gateway name to DB,Assign gateways names,control,listofgateway
9,popup gateway name edit page:gateway name edit page,Assign gateways names,control,listofgateway
10,list of gateway:popup gateway name edit page,Assign gateways names,control,listofgateway
11,stl#User:gateway name edit page,Assign gateways names,Stimulus,undefined
12,stl#User:Error message when saving name,Assign gateways names,Stimulus,undefined
13,stl#User:list of gateway,Assign gateways names,Stimulus,undefined
