id,element,useCase,type,outboundDegree,inboundDegree
1,Administrator:Suspended Partners List,Reactive Partner Account,0,undefined,undefined
2,Administrator:Reactive failure,Reactive Partner Account,0,undefined,undefined
3,Administrator:Reactive success,Reactive Partner Account,0,undefined,undefined
4,Display search result:Reactive success,Reactive Partner Account,0,undefined,undefined
5,Partner data:Display search result,Reactive Partner Account,0,undefined,undefined
6,Search:Display search result,Reactive Partner Account,0,undefined,undefined
7,Partner data:Reactive failure,Reactive Partner Account,0,undefined,undefined
8,Reactive Partner:Partner data,Reactive Partner Account,0,undefined,undefined
9,Search:Partner data,Reactive Partner Account,0,undefined,undefined
10,Reactive Partner:Search,Reactive Partner Account,0,undefined,undefined
11,Suspended Partners List:Reactive Partner,Reactive Partner Account,0,undefined,undefined
12,stl#Administrator:Suspended Partners List,Reactive Partner Account,0,undefined,undefined
13,stl#Administrator:Reactive failure,Reactive Partner Account,0,undefined,undefined
14,stl#Administrator:Reactive success,Reactive Partner Account,0,undefined,undefined
