id,element,useCase,type,component
1,guests:send invites button,Send E-invitations to guest,entity,invitationlink
2,guests:invitation send success message,Send E-invitations to guest,boundary,successmessage
3,guests:error messageno invites send messaage,Send E-invitations to guest,boundary,successmessage
4,guests:invitation page,Send E-invitations to guest,entity,invitationlink
5,error messageno invites send messaage:redirect to invitation page,Send E-invitations to guest,entity,invitationlink
6,send emails with invitation links:error messageno invites send messaage,Send E-invitations to guest,boundary,successmessage
7,send emails with invitation links:invitation link info,Send E-invitations to guest,entity,invitationlink
8,redirect to invitation page:invitation page,Send E-invitations to guest,entity,invitationlink
9,send emails with invitation links:invitation send success message,Send E-invitations to guest,boundary,successmessage
10,send invites button:send emails with invitation links,Send E-invitations to guest,entity,invitationlink
11,stl#guests:send invites button,Send E-invitations to guest,Stimulus,undefined
12,stl#guests:invitation send success message,Send E-invitations to guest,Stimulus,undefined
13,stl#guests:error messageno invites send messaage,Send E-invitations to guest,Stimulus,undefined
14,stl#guests:invitation page,Send E-invitations to guest,Stimulus,undefined
