C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\clients\TripPlanner_PhoneGap\platforms\browser\www\index.html,97
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\577Extra_Rui_Tong\index.html,15
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\577Extra_Rui_Tong\place.html,19
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Ad Server\junjunji_log_transaction 3\version2\index.html,33
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Ad Server\redeem coupon\rc.html,3
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Ad Server\redeem coupon\rcrecord.html,61
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\PartnerPortal\make payment\paymentdemo.html,40
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\Bohan_Zheng_HW2_extra_credit\JMobile\JMoblie.html,10
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\drivingdirectionsfromcurrentlocation.html,8
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\HW2EC_Yang Wang_Connect to Trip Plan\Connect to Trip Plan.html,36
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\ManageTripPlan_ArulSamuelRajkumar\displayTripPlan.html,14
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\ManageTripPlan_ArulSamuelRajkumar\FindAddPlaces.html,4
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\ManageTripPlan_ArulSamuelRajkumar\ManageSubscriptions.html,4
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\ManageTripPlan_ArulSamuelRajkumar\SharePlan.html,4
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\ManageTripPlan_ArulSamuelRajkumar\TripCalendar.html,4
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\ManageTripPlan_ArulSamuelRajkumar\TripPlanHome.html,16
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\ManageTripPlan_ArulSamuelRajkumar\ViewTripPlanOnMap.html,4
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\Schedule Events\weekcalendar_dst.html,162
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\TripPlanner\ConnectToTripPlan.html,36
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\TripPlanner\DisplayTripPlan.html,16
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\TripPlanner\FindAddPlaces.html,6
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\TripPlanner\ManageSubscriptions.html,10
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\TripPlanner\ShareAndAnnotate.html,11
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\TripPlanner\TripCalendar.html,6
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\TripPlanner\TripPlanHome.html,16
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\TripPlanner\V2.0_ManageSubscriptions_And_SubscribeToPartnerOffer\JMobile.html,16
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\TripPlanner\ViewTripPlanOnMap.html,2
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\prototypes\extraCredit\Trip Plan\ViewTripPlanOnMap.html,1
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\services\partnerPortalServices\partner.html,119
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\services\tripPlannerServices\sharedTripPlan.html,5
C:\Users\Kan Qi\Documents\Repositories\Resilient Agile\location based advertisement\tripPlannerServices-master\services\tripPlannerServices\tripPlanner.html,336

