id,element,useCase,type,component
1,send reset link by email:Email Protocol,Forgets password,control,EmailProtocol
2,User:password reset success message,Forgets password,boundary,displayforgotpasswordpage
3,User:Logout Button,Forgets password,boundary,Useraddbutton
4,User:forgot password page,Forgets password,boundary,displayforgotpasswordpage
5,User:forget password button,Forgets password,boundary,displayforgotpasswordpage
6,reset password:Login Info,Forgets password,control,LoginInfo
7,Logout Button:Remove session,Forgets password,boundary,Removesession
8,Remove session:session,Forgets password,boundary,Removesession
9,display forgot password page:forgot password page,Forgets password,boundary,displayforgotpasswordpage
10,forget password button:display forgot password page,Forgets password,boundary,displayforgotpasswordpage
11,forgot password page:reset password,Forgets password,boundary,displayforgotpasswordpage
12,forgot password page:send reset link by email,Forgets password,control,EmailProtocol
13,reset password:password reset success message,Forgets password,boundary,displayforgotpasswordpage
14,stl#User:password reset success message,Forgets password,Stimulus,undefined
15,stl#User:Logout Button,Forgets password,Stimulus,undefined
16,stl#User:forgot password page,Forgets password,Stimulus,undefined
17,stl#User:forget password button,Forgets password,Stimulus,undefined
