id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Logout button->Clear cache data->display a logout message->message box,EQ,CTRL|INT,5,undefined,2,0,1,Logout,Logout
2,User->Logout button->Clear cache data->display a logout message->Logout error message,EQ,CTRL|INT,5,undefined,2,0,1,Logout,Logout
