id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,stl#Financial officer:goal detail display with transactions->Financial officer:goal detail display with transactions,monitor payment,2,0,1,0,0
2,stl#Financial officer:success message->Financial officer:success message,monitor payment,2,1,0,0,0
3,stl#Financial officer:Payment information page->Financial officer:Payment information page,monitor payment,2,0,1,0,0
4,stl#Financial officer:Invalid transaction message->Financial officer:Invalid transaction message,monitor payment,2,0,0,1,0
5,stl#Financial officer:report page->Financial officer:report page->report page:checked achived and failed goals->checked achived and failed goals:goal info,monitor payment,4,2,0,1,0
6,stl#Financial officer:report page->Financial officer:report page->report page:checked achived and failed goals->checked achived and failed goals:generate the report of the transactions->generate the report of the transactions:goal detail display with transactions,monitor payment,5,2,1,1,0
7,stl#Financial officer:report page->Financial officer:report page->report page:checked achived and failed goals->checked achived and failed goals:generate the report of the transactions->generate the report of the transactions:update the transaction status "completed"->update the transaction status "completed":show message the money has been sent to charity->show message the money has been sent to charity:Payment information page,monitor payment,7,3,1,2,0
8,stl#Financial officer:report page->Financial officer:report page->report page:checked achived and failed goals->checked achived and failed goals:generate the report of the transactions->generate the report of the transactions:update the transaction status "completed"->update the transaction status "completed":show message the money has been sent to charity->show message the money has been sent to charity:approve the transaction->approve the transaction:Invalid transaction message,monitor payment,8,3,0,4,0
9,stl#Financial officer:report page->Financial officer:report page->report page:checked achived and failed goals->checked achived and failed goals:generate the report of the transactions->generate the report of the transactions:update the transaction status "completed"->update the transaction status "completed":show message the money has been sent to charity->show message the money has been sent to charity:approve the transaction->approve the transaction:sends detail transactions to sponsors via email->sends detail transactions to sponsors via email:success message,monitor payment,9,4,1,3,0
10,stl#Financial officer:report page->Financial officer:report page->report page:checked achived and failed goals->checked achived and failed goals:generate the report of the transactions->generate the report of the transactions:update the transaction status "completed"->update the transaction status "completed":show message the money has been sent to charity->show message the money has been sent to charity:approve the transaction->approve the transaction:sends detail transactions to sponsors via email->sends detail transactions to sponsors via email:sponsors,monitor payment,9,4,1,3,0
11,stl#Financial officer:report page->Financial officer:report page->report page:checked achived and failed goals->checked achived and failed goals:generate the report of the transactions->generate the report of the transactions:update the transaction status "completed"->update the transaction status "completed":show message the money has been sent to charity->show message the money has been sent to charity:approve the transaction->approve the transaction:transaction,monitor payment,8,3,0,4,0
12,stl#Financial officer:report page->Financial officer:report page->report page:checked achived and failed goals->checked achived and failed goals:generate the report of the transactions->generate the report of the transactions:update the transaction status "completed"->update the transaction status "completed":show message the money has been sent to charity->show message the money has been sent to charity:external charity,monitor payment,7,4,0,2,0
13,stl#Financial officer:report page->Financial officer:report page->report page:checked achived and failed goals->checked achived and failed goals:generate the report of the transactions->generate the report of the transactions:update the transaction status "completed"->update the transaction status "completed":transaction,monitor payment,6,2,0,3,0
