id,element,useCase,type,component
1,Financial officer:goal detail display with transactions,monitor payment,control,TransactionDetailView
2,Financial officer:success message,monitor payment,boundary,TransactionResultPage
3,Financial officer:Payment information page,monitor payment,control,DonationPage
4,Financial officer:Invalid transaction message,monitor payment,entity,Transaction
5,Financial officer:report page,monitor payment,boundary,ResetFormPage
6,show message the money has been sent to charity:external charity,monitor payment,boundary,Charity
7,sends detail transactions to sponsors via email:sponsors,monitor payment,boundary,Sponsor
8,approve the transaction:Invalid transaction message,monitor payment,entity,Transaction
9,show message the money has been sent to charity:Payment information page,monitor payment,control,DonationPage
10,approve the transaction:sends detail transactions to sponsors via email,monitor payment,control,TransactionDetailView
11,approve the transaction:transaction,monitor payment,entity,Transaction
12,show message the money has been sent to charity:approve the transaction,monitor payment,entity,Transaction
13,checked achived and failed goals:goal info,monitor payment,entity,Goal
14,checked achived and failed goals:generate the report of the transactions,monitor payment,entity,Transaction
15,report page:checked achived and failed goals,monitor payment,boundary,TrackGoal
16,generate the report of the transactions:goal detail display with transactions,monitor payment,control,TransactionDetailView
17,generate the report of the transactions:update the transaction status "completed",monitor payment,entity,Transaction
18,sends detail transactions to sponsors via email:success message,monitor payment,boundary,TransactionResultPage
19,update the transaction status "completed":show message the money has been sent to charity,monitor payment,boundary,Charity
20,update the transaction status "completed":transaction,monitor payment,entity,Transaction
21,stl#Financial officer:goal detail display with transactions,monitor payment,Stimulus,undefined
22,stl#Financial officer:success message,monitor payment,Stimulus,undefined
23,stl#Financial officer:Payment information page,monitor payment,Stimulus,undefined
24,stl#Financial officer:Invalid transaction message,monitor payment,Stimulus,undefined
25,stl#Financial officer:report page,monitor payment,Stimulus,undefined
