id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,save user information,control,2,1,Add users,Add users,
2,save user information success message,boundary,0,2,Add users,Add users,
3,User add page,boundary,2,2,Add users,Add users,
4,User info,entity,0,1,Add users,Add users,
5,display user add page,control,1,1,Add users,Add users,
6,User add button,boundary,1,1,Add users,Add users,
7,User,actor,3,0,Add users,Add users,
