id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:success message->User:success message,Add Site,CTRL,2,0,2,1,4
2,stl#User:"sites" link->User:"sites" link->"sites" link:redirect to a page with the curernt sites list->redirect to a page with the curernt sites list:site list->site list:display the add site info page->display the add site info page:site information,Add Site,TRAN_NA,6,1,4.4,5,26.400000000000002
3,stl#User:"sites" link->User:"sites" link->"sites" link:redirect to a page with the curernt sites list->redirect to a page with the curernt sites list:site list->site list:display the add site info page->display the add site info page:add site page->add site page:check existing situation for the new site->check existing situation for the new site:existing site error message,Add Site,TRAN_NA,8,2,4,7,32
4,stl#User:"sites" link->User:"sites" link->"sites" link:redirect to a page with the curernt sites list->redirect to a page with the curernt sites list:site list->site list:display the add site info page->display the add site info page:add site page->add site page:check existing situation for the new site->check existing situation for the new site:add site information db->add site information db:site information,Add Site,TRAN_NA,9,2,4.75,8,42.75
5,stl#User:"sites" link->User:"sites" link->"sites" link:redirect to a page with the curernt sites list->redirect to a page with the curernt sites list:site list->site list:display the add site info page->display the add site info page:add site page->add site page:check existing situation for the new site->check existing situation for the new site:add site information db->add site information db:success message,Add Site,TRAN_NA,9,3,4.25,8,38.25
6,stl#User:"sites" link->User:"sites" link->"sites" link:redirect to a page with the curernt sites list->redirect to a page with the curernt sites list:site information,Add Site,TRAN_NA,4,1,4.666666666666667,3,18.666666666666668
7,stl#User:existing site error message->User:existing site error message,Add Site,CTRL;EXTCLL;DM;EI,2,0,2,1,4
8,stl#User:site list->User:site list->site list:display the add site info page->display the add site info page:site information,Add Site,TRAN_NA,4,2,4.666666666666667,3,18.666666666666668
9,stl#User:site list->User:site list->site list:display the add site info page->display the add site info page:add site page->add site page:check existing situation for the new site->check existing situation for the new site:existing site error message,Add Site,TRAN_NA,6,3,4,5,24
10,stl#User:site list->User:site list->site list:display the add site info page->display the add site info page:add site page->add site page:check existing situation for the new site->check existing situation for the new site:add site information db->add site information db:site information,Add Site,TRAN_NA,7,3,5,6,35
11,stl#User:site list->User:site list->site list:display the add site info page->display the add site info page:add site page->add site page:check existing situation for the new site->check existing situation for the new site:add site information db->add site information db:success message,Add Site,TRAN_NA,7,4,4.333333333333333,6,30.333333333333332
12,stl#User:add site page->User:add site page->add site page:check existing situation for the new site->check existing situation for the new site:existing site error message,Add Site,TRAN_NA,4,0,4,3,16
13,stl#User:add site page->User:add site page->add site page:check existing situation for the new site->check existing situation for the new site:add site information db->add site information db:site information,Add Site,TRAN_NA,5,0,5.5,4,27.5
14,stl#User:add site page->User:add site page->add site page:check existing situation for the new site->check existing situation for the new site:add site information db->add site information db:success message,Add Site,TRAN_NA,5,1,4.5,4,22.5
