id,element,useCase,type,component
1,User:editable table for sphere,Edit sphere properties,boundary,EditSphereView
2,User:success message,Edit sphere properties,boundary,Displaysuccessmessage
3,User:Edit sphere button,Edit sphere properties,boundary,EditSphereView
4,User:Error message,Edit sphere properties,boundary,Displaysuccessmessage
5,Display success message:success message,Edit sphere properties,boundary,Displaysuccessmessage
6,updates db for new properties:Display success message,Edit sphere properties,boundary,Displaysuccessmessage
7,Displays sphere properties in editable table:editable table for sphere,Edit sphere properties,boundary,EditSphereView
8,Displays sphere properties in editable table:sphere,Edit sphere properties,entity,SphereModel
9,Edit sphere button:Displays sphere properties in editable table,Edit sphere properties,boundary,EditSphereView
10,updates db for new properties:Error message,Edit sphere properties,boundary,Displaysuccessmessage
11,editable table for sphere:validate input on sphere change,Edit sphere properties,control,CreateSphereView
12,updates db for new properties:sphere,Edit sphere properties,entity,SphereModel
13,validate input on sphere change:updates db for new properties,Edit sphere properties,control,CreateSphereView
14,stl#User:editable table for sphere,Edit sphere properties,Stimulus,undefined
15,stl#User:success message,Edit sphere properties,Stimulus,undefined
16,stl#User:Edit sphere button,Edit sphere properties,Stimulus,undefined
17,stl#User:Error message,Edit sphere properties,Stimulus,undefined
