id,element,useCase,type,component
1,customer:unread message,Private Message - Florist,boundary,notavailableerrormessage
2,customer:reply input panel,Private Message - Florist,control,precheckifinputisempty
3,customer:dashboard page,Private Message - Florist,boundary,loginpage
4,dashboard page:display unread message,Private Message - Florist,boundary,notavailableerrormessage
5,display comment input panel:message,Private Message - Florist,boundary,notavailableerrormessage
6,display comment input panel:reply input panel,Private Message - Florist,control,precheckifinputisempty
7,unread message:display comment input panel,Private Message - Florist,control,precheckifinputisempty
8,display unread message:message,Private Message - Florist,boundary,notavailableerrormessage
9,display unread message:unread message,Private Message - Florist,boundary,notavailableerrormessage
10,save replied message:message,Private Message - Florist,boundary,notavailableerrormessage
11,reply input panel:save replied message,Private Message - Florist,boundary,notavailableerrormessage
12,stl#customer:unread message,Private Message - Florist,Stimulus,undefined
13,stl#customer:reply input panel,Private Message - Florist,Stimulus,undefined
14,stl#customer:dashboard page,Private Message - Florist,Stimulus,undefined
