NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Add pictures in Neighborhood page,8,15,0,11,6,5,0,0,0,1,0,2,0,1,6,2,20,5.09375,16,1,101.875,0,0,30,8,8,8,8,8,8,8,8.1184,30.700200000000002,18.3049
2,Add pictures to Gallery of art works,10,18,0,13,6,7,0,0,0,8,0,10,0,8,0,10,4.3,5.2727272727272725,3.3,0.9,22.672727272727272,0,0,36,10,10,10,10,10,10,10,10.147999999999998,34.1515,20.7335
3,Create new project page,5,12,0,9,6,3,0,0,0,0,0,1,0,0,4,1,26,4.285714285714286,21,9,111.42857142857143,0,0,19,5,5,5,5,5,5,5,5.074,15.3139,11.2665
4,Share events on Facebook,10,18,0,14,11,3,0,0,0,0,0,1,0,0,9,1,60,11.02,50,6,661.1999999999999,0,0,36,10,10,10,10,10,10,10,10.147999999999998,61.805800000000005,37.68450000000001
5,Share project on Facebook,8,16,0,12,10,2,0,0,0,0,0,1,0,0,7,1,40,11.0625,32,5,442.5,0,0,28,8,8,8,8,8,8,8,8.1184,40.6853,21.328400000000002
6,View Gallery of art works,5,11,0,8,1,7,0,0,0,0,0,3,0,0,2,3,7.333333333333333,3.823529411764706,5.666666666666667,0.6666666666666666,28.03921568627451,0,0,18,5,5,5,5,5,5,5,5.074,10.385299999999999,6.0714999999999995
7,Visit Neighborhood Page,6,14,0,10,9,1,0,0,0,2,0,2,0,2,4,2,14,7.7272727272727275,11,3,108.18181818181819,0,0,22,6,6,6,6,6,6,6,6.0888,32.1298,20.2188
8,Visit community ads page,11,18,0,13,10,3,0,0,0,2,0,2,0,2,9,2,29,6.872340425531915,23.5,10.5,199.29787234042553,0,0,53,11,11,11,11,11,11,11,11.162799999999997,58.3853,31.485300000000002
9,Visit interative map,6,22,0,16,9,6,1,0,0,1,0,3,0,1,3,3,8,4.944444444444445,6,0.6666666666666666,39.55555555555556,0,0,22,6,6,6,6,6,6,6,6.0888,17.7091,10.5863
10,Visit project page,8,17,0,13,3,10,0,0,0,1,0,3,0,1,5,3,10.666666666666666,3.0833333333333335,8,1.3333333333333333,32.888888888888886,0,0,28,8,8,8,8,8,8,8,8.1184,13.4414,10.3224
11,Visit trekking LA Page,8,15,0,11,8,3,0,0,0,2,0,2,0,2,6,2,18,4.178571428571429,14,6,75.21428571428572,0,0,31,8,8,8,8,8,8,8,8.1184,19.529300000000003,13.8129
