id,element,useCase,type,component
1,User:Administrator dashboard,Login,control,Administratorsdashboard
2,User:Login page,Login,boundary,Loginpage
3,User:Login Error Page,Login,boundary,Loginpage
4,User:Select project page,Login,boundary,Selectingsettingsbutton
5,User:general user dashboard,Login,control,Administratorsdashboard
6,retrieve project information:Administrator dashboard,Login,control,Administratorsdashboard
7,verify login information:Login Error Page,Login,boundary,Loginpage
8,Login page:verify login information,Login,control,UserInfo
9,Select project page:retrieve project information,Login,control,UserInfo
10,verify login information:Select project page,Login,boundary,Selectingsettingsbutton
11,verify login information:general user dashboard,Login,control,Administratorsdashboard
12,retrieve project information:project info,Login,control,UserInfo
13,verify login information:user info,Login,control,UserInfo
14,stl#User:Administrator dashboard,Login,Stimulus,undefined
15,stl#User:Login page,Login,Stimulus,undefined
16,stl#User:Login Error Page,Login,Stimulus,undefined
17,stl#User:Select project page,Login,Stimulus,undefined
18,stl#User:general user dashboard,Login,Stimulus,undefined
