id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,florist->Order page->update order status information->order,EI,CTRL|DM|EI,4,undefined,1,1,1,Provide tracking information,Provide tracking information
2,florist->Order page->update order status information->update successful page,EQ,CTRL|INT,4,undefined,1,0,1,Provide tracking information,Provide tracking information
