id,element,useCase,type,outboundDegree,inboundDegree
1,Customer:Create account page,Create Account,0,undefined,undefined
2,Customer:First page,Create Account,0,undefined,undefined
3,Check duplication:Information incorrect and redirect back,Create Account,0,undefined,undefined
4,Check duplication:Create success page,Create Account,0,undefined,undefined
5,system database account information:Check duplication,Create Account,0,undefined,undefined
6,Create account page:Store information cookies,Create Account,0,undefined,undefined
7,retrieve information:Create account page,Create Account,0,undefined,undefined
8,direct to create account page:Create account page,Create Account,0,undefined,undefined
9,Create success page:Success action,Create Account,0,undefined,undefined
10,Success action:Customer page,Create Account,0,undefined,undefined
11,Delete information cookies:Web browerser-cookies storage,Create Account,0,undefined,undefined
12,Success action:Delete information cookies,Create Account,0,undefined,undefined
13,First page:direct to create account page,Create Account,0,undefined,undefined
14,Information incorrect and redirect back:retrieve information,Create Account,0,undefined,undefined
15,check information correctness:Information incorrect and redirect back,Create Account,0,undefined,undefined
16,retrieve registered email:Send confirm email,Create Account,0,undefined,undefined
17,Store information cookies:Web browerser-cookies storage,Create Account,0,undefined,undefined
18,Success action:retrieve registered email,Create Account,0,undefined,undefined
19,Valid information duplication:system database account information,Create Account,0,undefined,undefined
20,check information correctness:Valid information duplication,Create Account,0,undefined,undefined
21,Web browerser-cookies storage:retrieve information,Create Account,0,undefined,undefined
22,Web browerser-cookies storage:check information correctness,Create Account,0,undefined,undefined
23,system database account information:retrieve registered email,Create Account,0,undefined,undefined
24,stl#Customer:Create account page,Create Account,0,undefined,undefined
25,stl#Customer:First page,Create Account,0,undefined,undefined
