id,element,attributeNum,operationNum,instanceVarNum,externalOperNum,parameterNum,weightedOperNum,numberOfDerivedClasses,numberOfChildren,numberOfClassesInherited,depthInheritanceTree,numberOfDerivingClasses,isTopLevelClass,numberOfClassesInheritedFrom,numberOfInheritanceRelationships,numberOfAssociatedClasses,numberOfAssociatingClasses,numberOfAssociationRelationships,numberOfUsedClasses,numberOfUsingClasses,numberOfUsageRelationships,couplingBetweenObjects
1,DTDHandler,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
2,LinearLayoutCustomised,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
3,XLoger,0,1,0,0,2,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
4,ServiceReaderServiceReaderDataBinder,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
5,ServiceReader,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
6,ServiceReader4,0,1,0,0,1,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
7,ServiceReader2,0,1,0,0,1,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
8,ServiceReader1,0,1,0,0,1,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
9,ServiceReader5,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
10,ServiceReader3,0,1,0,0,1,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
