id,element,useCase,type,outboundDegree,inboundDegree
1,Actor:Photo Selected Screen,Downoad Photos to Device,0,undefined,undefined
2,Download photo to Device:Handle download success,Downoad Photos to Device,0,undefined,undefined
3,Download photo to Device:Handle download error,Downoad Photos to Device,0,undefined,undefined
4,Download photo to Device:Server,Downoad Photos to Device,0,undefined,undefined
5,Photo Selected Screen:Download photo to Device,Downoad Photos to Device,0,undefined,undefined
6,Handle download error:Photo Selected Screen,Downoad Photos to Device,0,undefined,undefined
7,Handle download success:Photo Selected Screen,Downoad Photos to Device,0,undefined,undefined
8,User:Photo Selected Screen,Downoad Photos to Device,0,undefined,undefined
9,stl#Actor:Photo Selected Screen,Downoad Photos to Device,0,undefined,undefined
10,stl#User:Photo Selected Screen,Downoad Photos to Device,0,undefined,undefined
