NUM,PROJ,UseCase_Num,Tran_Num,Activity_Num,Component_Num,Precedence_Num,Stimulus_Num,Tran_Num,UseCase_Num,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,DET,RET,ILF,EIF,EI,EO,EQ,FN,FP,Type,Effort_Norm,Norm_Factor,KSLOC,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, Effort_Norm_UCP, Effort_Norm_COCOMO, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,NOCH,DIT,CBO,NIVPC,NUMS,NCI,NCIF,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate
1,alltheapps_2018-8-27@1538031605159,1,14,43,12,67,13,14,2,43,0,0,0,0,12,30,12,43,12,12,0,0,0,0,4,0,0,0,0,1,3.5833333333333335,1,0.3333333333333333,0,0,0,0,2.6999999999999997,0,0,0,0,0,14,0,0,0,14,4.857142857142857,NaN,NaN,12,12,102,0,0,0,56,14,158,Unknown,NA,NA,NA,NA,0,1,1,0,0,1,0,0,15,15,14.207199999999995,19.7195,25.5702,14.207199999999995,19.7195,25.5702,0,12,0,0,0,0,1,2.6999999999999997,3.5833333333333335,0,0,0,0,0,0,0,0,12,0.22499999999999998,0,0,0,0,0,0,14,12,0,0,1,0,0,0,0,12,0,0,0,43,4,12,0,3.5833333333333335,0.3333333333333333,1,0,0,12,1,0,0,0,0,0.3333333333333333,43,0,0,0,0
