id,transaction,useCase,transactional,TL, DETs, TD, Arch_Diff
1,stl#FTSR:Offers Page->FTSR:Offers Page->Offers Page:Edit Offer->Edit Offer:Modify offer page->Modify offer page:Modify Offer->Modify Offer:Offer,Modify Offer,CTRL,6,0,4.4,26.400000000000002
2,stl#FTSR:Offers Page->FTSR:Offers Page->Offers Page:Edit Offer->Edit Offer:Modify offer page->Modify offer page:Invoke design coupon use case,Modify Offer,CTRL,5,0,3.5,17.5
3,stl#FTSR:Offers Page->FTSR:Offers Page->Offers Page:Edit Offer->Edit Offer:Modify offer page->Modify offer page:Enter offer's new values,Modify Offer,CTRL,5,0,4.25,21.25
