id,path,functional,transactional,path_length,diagram,useCase
1,User->profile edit page->pre-check required fields->invalid information error message,EQ,CTRL|INT,undefined,Manage Profile,Manage Profile
2,User->profile edit page->pre-check required fields->update profile entry->user info,EI,CTRL|DM|EI,undefined,Manage Profile,Manage Profile
3,User->profile edit page->pre-check required fields->update profile entry->successful change message,EQ,CTRL|INT,undefined,Manage Profile,Manage Profile
4,User->Edit profile button->display profile edit page,FUNC_NA,TRAN_NA,undefined,Manage Profile,Manage Profile
