id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Partner,entity,0,1,Resolve Dispute,Resolve Dispute,
2,Bills,entity,0,1,Resolve Dispute,Resolve Dispute,
3,Resolve Dispute page,boundary,3,2,Resolve Dispute,Resolve Dispute,
4,Selects Dispute,control,1,1,Resolve Dispute,Resolve Dispute,
5,ErrorController,control,1,1,Resolve Dispute,Resolve Dispute,
6,Dispute,entity,0,2,Resolve Dispute,Resolve Dispute,
7,ApproveDisputeController,control,4,1,Resolve Dispute,Resolve Dispute,
8,Display Error Page,boundary,0,1,Resolve Dispute,Resolve Dispute,
9,FetchDisputeController,control,3,3,Resolve Dispute,Resolve Dispute,
10,View Redemption Statistics for Partner,control,0,1,Resolve Dispute,Resolve Dispute,
11,View Partneer Billing Status,control,0,1,Resolve Dispute,Resolve Dispute,
12,Display Success Page,boundary,0,1,Resolve Dispute,Resolve Dispute,
13,EmailNotificationController,control,1,1,Resolve Dispute,Resolve Dispute,
14,Administrator,actor,2,0,Resolve Dispute,Resolve Dispute,
15,Dispute Redemption Page,boundary,3,2,Resolve Dispute,Resolve Dispute,
