id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->ErrorController->Display Error Page,EQ,CTRL|INT,6,undefined,3,0,1,Resolve Dispute,Resolve Dispute
2,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->Resolve Dispute page,EQ,CTRL|INT,5,undefined,2,0,1,Resolve Dispute,Resolve Dispute
3,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->Dispute,EI,CTRL|DM|EI,5,undefined,2,1,1,Resolve Dispute,Resolve Dispute
4,Administrator->Resolve Dispute page->View Partneer Billing Status,FUNC_NA,TRAN_NA,3,undefined,1,0,1,Resolve Dispute,Resolve Dispute
5,Administrator->Resolve Dispute page->ApproveDisputeController->Dispute,EI,CTRL|DM|EI,4,undefined,1,1,1,Resolve Dispute,Resolve Dispute
6,Administrator->Resolve Dispute page->ApproveDisputeController->Display Success Page,EQ,CTRL|INT,4,undefined,1,0,1,Resolve Dispute,Resolve Dispute
7,Administrator->Resolve Dispute page->ApproveDisputeController->Bills,EI,CTRL|DM|EI,4,undefined,1,1,1,Resolve Dispute,Resolve Dispute
8,Administrator->Resolve Dispute page->ApproveDisputeController->EmailNotificationController->Partner,EI,CTRL|DM|EI,5,undefined,2,1,1,Resolve Dispute,Resolve Dispute
9,Administrator->Resolve Dispute page->View Redemption Statistics for Partner,FUNC_NA,TRAN_NA,3,undefined,1,0,1,Resolve Dispute,Resolve Dispute
