id,path,transactional,path_length,diagram,useCase
1,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->ErrorController->Display Error Page,CTRL,6,Resolve Dispute,Resolve Dispute
2,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->ErrorController->Display Error Page,INT,6,Resolve Dispute,Resolve Dispute
3,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->Resolve Dispute page,CTRL,5,Resolve Dispute,Resolve Dispute
4,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->Resolve Dispute page,INT,5,Resolve Dispute,Resolve Dispute
5,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->Dispute,CTRL,5,Resolve Dispute,Resolve Dispute
6,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->Dispute,DM,5,Resolve Dispute,Resolve Dispute
7,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->Dispute,EI,5,Resolve Dispute,Resolve Dispute
8,Administrator->Resolve Dispute page->View Partneer Billing Status,TRAN_NA,3,Resolve Dispute,Resolve Dispute
9,Administrator->Resolve Dispute page->ApproveDisputeController->Dispute,CTRL,4,Resolve Dispute,Resolve Dispute
10,Administrator->Resolve Dispute page->ApproveDisputeController->Dispute,DM,4,Resolve Dispute,Resolve Dispute
11,Administrator->Resolve Dispute page->ApproveDisputeController->Dispute,EI,4,Resolve Dispute,Resolve Dispute
12,Administrator->Resolve Dispute page->ApproveDisputeController->Display Success Page,CTRL,4,Resolve Dispute,Resolve Dispute
13,Administrator->Resolve Dispute page->ApproveDisputeController->Display Success Page,INT,4,Resolve Dispute,Resolve Dispute
14,Administrator->Resolve Dispute page->ApproveDisputeController->Bills,CTRL,4,Resolve Dispute,Resolve Dispute
15,Administrator->Resolve Dispute page->ApproveDisputeController->Bills,DM,4,Resolve Dispute,Resolve Dispute
16,Administrator->Resolve Dispute page->ApproveDisputeController->Bills,EI,4,Resolve Dispute,Resolve Dispute
17,Administrator->Resolve Dispute page->ApproveDisputeController->EmailNotificationController->Partner,CTRL,5,Resolve Dispute,Resolve Dispute
18,Administrator->Resolve Dispute page->ApproveDisputeController->EmailNotificationController->Partner,DM,5,Resolve Dispute,Resolve Dispute
19,Administrator->Resolve Dispute page->ApproveDisputeController->EmailNotificationController->Partner,EI,5,Resolve Dispute,Resolve Dispute
20,Administrator->Resolve Dispute page->View Redemption Statistics for Partner,TRAN_NA,3,Resolve Dispute,Resolve Dispute
