                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2013 University of Southern California                    

                                      COMPLEXITY COUNT RESULTS                                      
                              Generated by UCC v.2014.08f on 2 16 2017                              
               UCC -i1 Projects/561hw1//filelist.txt -outdir results/Projects/561hw1/               

Math,Trigonometric,Logarithmic,Calculations,Conditionals,Logical,Preprocessor,Assignment,Pointer,L1-Loops,File Name
0,0,0,4,2,2,0,10,0,1,Projects/561hw1/Agent.java
0,0,0,0,0,0,0,0,0,0,Projects/561hw1/hello/hello/helloworld.java

Totals
0,0,0,4,2,2,0,10,0

                            TOTAL OCCURRENCES OF Java COMPLEXITY COUNTS                            
Math Functions,,Trigonometric,,Logarithmic,,Calculations,,Conditionals,,Logical,,Preprocessor,,Assignment,,Pointer
Math.abs,0,Math.acos,0,Math.log,0,%,0,case,0,&&,0,,,=,10
Math.cbrt,0,Math.asin,0,Math.log10,0,^,0,else,0,||,0,,,,
Math.ceil,0,Math.atan,0,Math.log1p,0,++,0,else if,0,==,1,,,,
Math.copySign,0,Math.atan2,0,,,+,3,for,0,!,0,,,,
Math.E,0,Math.cos,0,,,--,0,if,0,>,1,,,,
Math.exp,0,Math.cosh,0,,,-,1,switch,0,<,0,,,,
Math.expm1,0,Math.sin,0,,,*,0,while,1,>=,0,,,,
Math.floor,0,Math.sinh,0,,,/,0,?,1,=<,0,,,,
Math.getExponent,0,Math.tan,0,,,>>,0,,,,,,,,
Math.hypot,0,Math.tanh,0,,,<<,0,,,,,,,,
Math.IEEEremainder,0,,,,,,,,,,,,,,
Math.max,0,,,,,,,,,,,,,,
Math.min,0,,,,,,,,,,,,,,
Math.nextAfter,0,,,,,,,,,,,,,,
Math.nextUp,0,,,,,,,,,,,,,,
Math.PI,0,,,,,,,,,,,,,,
Math.pow,0,,,,,,,,,,,,,,
Math.random,0,,,,,,,,,,,,,,
Math.rint,0,,,,,,,,,,,,,,
Math.round,0,,,,,,,,,,,,,,
Math.scalb,0,,,,,,,,,,,,,,
Math.signum,0,,,,,,,,,,,,,,
Math.sqrt,0,,,,,,,,,,,,,,
Math.toRadians,0,,,,,,,,,,,,,,
Math.toDegrees,0,,,,,,,,,,,,,,
Math.ulp,0,,,,,,,,,,,,,,
