id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Actor->Photo Selected Screen->Download photo to Device->Server,EI,CTRL|DM|EI,4,undefined,1,1,1,Use Case Model,Downoad Photos to Device
