id,element,useCase,type,component
1,User:Homepage,send message,control,Homepage
2,User:Input message,send message,control,Homepage
3,User:send message page,send message,control,Homepage
4,User:Input message,send message,control,Homepage
5,Display confirmation page:Homepage,send message,control,Homepage
6,Input message:Display confirmation page,send message,control,Accessallstudentinformation
7,Input message:Display confirmation page,send message,control,Accessallstudentinformation
8,send message page:Display confirmation page,send message,control,Accessallstudentinformation
9,stl#User:Homepage,send message,Stimulus,undefined
10,stl#User:Input message,send message,Stimulus,undefined
11,stl#User:send message page,send message,Stimulus,undefined
12,stl#User:Input message,send message,Stimulus,undefined
